Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Internal_Resistance_Ohm,SoH_Percent,Battery_Status,Car_Model_BYD Atto 3,Car_Model_Ford Mustang Mach-E,Car_Model_Hyundai Ioniq 5,Car_Model_Tesla Model 3,Car_Model_Wuling Air EV,Battery_Type_LFP,Battery_Type_NMC,Driving_Style_Aggressive,Driving_Style_Conservative,Driving_Style_Moderate,Thermal_Stress_Index,Monthly_Charge_Intensity,Power_Stress
60.0,69,867,26.5,0.32,2.22,0.0299,95.15,Healthy,True,False,False,False,False,True,False,False,False,True,8.48,12.385714285714286,0.066378
60.0,48,211,23.5,0.93,1.37,0.0227,98.86,Healthy,True,False,False,False,False,True,False,False,True,False,21.855,4.3061224489795915,0.031099000000000005
72.6,62,347,35.5,0.63,2.17,0.035,94.74,Healthy,False,False,True,False,False,False,True,False,False,True,22.365,5.507936507936508,0.07595
75.0,47,419,26.0,0.35,0.77,0.0292,96.81,Healthy,False,False,False,True,False,False,True,False,True,False,9.1,8.729166666666666,0.022484
75.0,83,1148,22.9,0.92,1.21,0.0569,87.43,Healthy,False,False,False,True,False,False,True,False,False,True,21.067999999999998,13.666666666666666,0.068849
88.0,44,337,26.4,0.46,1.7,0.0279,97.19,Healthy,False,True,False,False,False,False,True,False,False,True,12.144,7.488888888888889,0.04743
60.0,93,444,25.7,0.99,1.68,0.0277,96.56,Healthy,True,False,False,False,False,True,False,False,False,True,25.442999999999998,4.723404255319149,0.046535999999999994
26.0,91,631,27.7,0.27,1.15,0.0254,96.82,Healthy,False,False,False,False,True,True,False,False,True,False,7.479,6.858695652173913,0.029209999999999996
88.0,46,297,30.1,0.46,2.2,0.0264,97.54,Healthy,False,True,False,False,False,False,True,False,True,False,13.846000000000002,6.319148936170213,0.05808000000000001
72.6,5,44,34.4,0.52,0.56,0.0233,98.62,Healthy,False,False,True,False,False,False,True,True,False,False,17.887999999999998,7.333333333333333,0.013048000000000002
75.0,56,331,22.7,0.37,0.99,0.0272,97.79,Healthy,False,False,False,True,False,False,True,False,True,False,8.399,5.807017543859649,0.026927999999999997
88.0,46,306,23.9,0.79,1.86,0.0304,96.81,Healthy,False,True,False,False,False,False,True,False,True,False,18.881,6.51063829787234,0.056544000000000004
72.6,87,1234,13.8,0.84,2.29,0.0571,87.75,Healthy,False,False,True,False,False,False,True,False,True,False,11.592,14.022727272727273,0.130759
72.6,77,505,24.8,0.54,1.4,0.0315,95.85,Healthy,False,False,True,False,False,False,True,False,True,False,13.392000000000001,6.4743589743589745,0.0441
26.0,47,203,29.4,0.23,2.17,0.0231,98.03,Healthy,False,False,False,False,True,True,False,False,True,False,6.762,4.229166666666667,0.050127
75.0,8,90,34.1,0.71,1.9,0.0247,98.5,Healthy,False,False,False,True,False,False,True,False,False,True,24.211,10.0,0.04693
72.6,52,321,24.5,0.96,2.49,0.0318,96.31,Healthy,False,False,True,False,False,False,True,False,False,True,23.52,6.056603773584905,0.07918200000000002
88.0,56,397,34.5,0.58,2.49,0.0341,95.65,Healthy,False,True,False,False,False,False,True,False,True,False,20.009999999999998,6.964912280701754,0.084909
75.0,83,1156,21.7,0.96,2.34,0.0596,85.8,Healthy,False,False,False,True,False,False,True,False,False,True,20.831999999999997,13.761904761904763,0.139464
75.0,42,516,28.8,0.33,2.3,0.0405,93.53,Healthy,False,False,False,True,False,False,True,True,False,False,9.504000000000001,12.0,0.09315
75.0,64,474,22.1,0.48,1.74,0.0352,94.93,Healthy,False,False,False,True,False,False,True,False,False,True,10.608,7.292307692307692,0.061248000000000004
60.0,73,647,26.1,0.0,1.17,0.0263,96.6,Healthy,True,False,False,False,False,True,False,False,False,True,0.0,8.743243243243244,0.030771
72.6,94,1340,32.4,0.72,1.59,0.0808,80.18,Healthy,False,False,True,False,False,False,True,True,False,False,23.328,14.105263157894736,0.128472
26.0,34,277,44.8,0.71,0.94,0.0247,97.06,Healthy,False,False,False,False,True,True,False,False,False,True,31.807999999999996,7.914285714285715,0.023218
75.0,58,791,27.4,0.08,2.42,0.0387,93.69,Healthy,False,False,False,True,False,False,True,False,False,True,2.1919999999999997,13.40677966101695,0.09365399999999999
75.0,94,447,22.6,0.15,0.79,0.0306,96.4,Healthy,False,False,False,True,False,False,True,False,False,True,3.39,4.705263157894737,0.024174
88.0,73,529,30.3,0.57,1.51,0.0342,95.04,Healthy,False,True,False,False,False,False,True,False,True,False,17.270999999999997,7.148648648648648,0.051642
75.0,63,840,32.3,0.11,0.72,0.0442,92.48,Healthy,False,False,False,True,False,False,True,False,False,True,3.5529999999999995,13.125,0.031824
88.0,59,310,26.0,0.64,2.08,0.0289,96.27,Healthy,False,True,False,False,False,False,True,False,False,True,16.64,5.166666666666667,0.060112
88.0,24,215,45.6,0.42,2.36,0.0324,96.2,Healthy,False,True,False,False,False,False,True,False,True,False,19.152,8.6,0.07646399999999999
88.0,41,209,34.0,0.86,1.24,0.0262,97.58,Healthy,False,True,False,False,False,False,True,False,True,False,29.24,4.976190476190476,0.032488
72.6,29,268,27.0,0.45,1.87,0.0342,95.97,Healthy,False,False,True,False,False,False,True,False,False,True,12.15,8.933333333333334,0.06395400000000001
75.0,61,594,36.2,0.17,2.17,0.0385,93.78,Healthy,False,False,False,True,False,False,True,False,False,True,6.154000000000001,9.580645161290322,0.083545
75.0,95,1225,39.0,0.81,1.89,0.0785,80.68,Healthy,False,False,False,True,False,False,True,False,False,True,31.590000000000003,12.760416666666666,0.148365
88.0,30,196,21.1,0.61,0.82,0.0275,97.63,Healthy,False,True,False,False,False,False,True,True,False,False,12.871,6.32258064516129,0.022549999999999997
60.0,76,354,22.8,0.56,2.06,0.0244,97.67,Healthy,True,False,False,False,False,True,False,False,True,False,12.768000000000002,4.597402597402597,0.050264
75.0,60,821,35.3,0.73,2.48,0.0485,90.46,Healthy,False,False,False,True,False,False,True,False,True,False,25.769,13.459016393442623,0.12028
60.0,23,199,27.7,0.51,1.72,0.0236,98.57,Healthy,True,False,False,False,False,True,False,False,True,False,14.127,8.291666666666666,0.040591999999999996
60.0,20,279,29.2,0.85,1.69,0.0227,98.37,Healthy,True,False,False,False,False,True,False,False,False,True,24.82,13.285714285714286,0.038363
60.0,29,163,26.8,0.87,2.44,0.0238,98.5,Healthy,True,False,False,False,False,True,False,True,False,False,23.316,5.433333333333334,0.058072000000000006
88.0,24,156,27.7,0.36,0.67,0.024,98.98,Healthy,False,True,False,False,False,False,True,False,False,True,9.972,6.24,0.01608
60.0,40,186,44.0,0.3,0.89,0.021,99.16,Healthy,True,False,False,False,False,True,False,False,True,False,13.2,4.536585365853658,0.018690000000000002
60.0,28,413,25.9,0.46,1.72,0.0263,97.0,Healthy,True,False,False,False,False,True,False,False,True,False,11.914,14.241379310344827,0.045236
26.0,50,427,36.0,0.93,1.11,0.0275,95.64,Healthy,False,False,False,False,True,True,False,False,False,True,33.480000000000004,8.372549019607844,0.030525000000000004
72.6,51,547,37.5,0.49,1.09,0.0438,91.82,Healthy,False,False,True,False,False,False,True,False,False,True,18.375,10.51923076923077,0.047742
60.0,94,1279,27.1,0.78,0.56,0.0375,90.97,Healthy,True,False,False,False,False,True,False,False,False,True,21.138,13.463157894736842,0.021
26.0,17,211,34.8,0.08,2.07,0.0249,97.96,Healthy,False,False,False,False,True,True,False,True,False,False,2.784,11.722222222222221,0.05154299999999999
88.0,11,116,22.3,0.51,2.06,0.0246,97.8,Healthy,False,True,False,False,False,False,True,False,True,False,11.373000000000001,9.666666666666666,0.050676
88.0,11,151,11.7,0.1,1.66,0.0223,99.56,Healthy,False,True,False,False,False,False,True,False,False,True,1.17,12.583333333333334,0.037018
88.0,51,363,27.7,0.48,1.71,0.0305,96.63,Healthy,False,True,False,False,False,False,True,False,True,False,13.296,6.980769230769231,0.052155
75.0,12,121,16.3,0.27,2.27,0.0257,98.48,Healthy,False,False,False,True,False,False,True,True,False,False,4.401000000000001,9.307692307692308,0.058339
60.0,59,750,22.4,0.45,2.12,0.033,94.1,Healthy,True,False,False,False,False,True,False,False,False,True,10.08,12.5,0.06996000000000001
88.0,44,328,25.9,0.9,1.3,0.0319,96.02,Healthy,False,True,False,False,False,False,True,False,True,False,23.31,7.288888888888889,0.04147
75.0,3,41,21.6,0.55,2.01,0.0203,99.49,Healthy,False,False,False,True,False,False,True,False,False,True,11.880000000000003,10.25,0.04080299999999999
75.0,34,382,25.0,0.2,1.35,0.033,95.67,Healthy,False,False,False,True,False,False,True,True,False,False,5.0,10.914285714285715,0.044550000000000006
72.6,71,771,19.5,0.36,1.96,0.047,91.12,Healthy,False,False,True,False,False,False,True,True,False,False,7.02,10.708333333333334,0.09212
88.0,83,1158,18.2,0.3,2.06,0.0507,88.87,Healthy,False,True,False,False,False,False,True,False,False,True,5.46,13.785714285714286,0.10444200000000001
72.6,61,677,32.6,0.86,1.98,0.0406,93.09,Healthy,False,False,True,False,False,False,True,False,True,False,28.036,10.919354838709678,0.08038799999999999
72.6,96,1172,24.1,0.76,1.39,0.0559,87.92,Healthy,False,False,True,False,False,False,True,False,True,False,18.316000000000003,12.082474226804123,0.07770099999999999
88.0,27,197,27.9,0.48,2.01,0.0279,96.98,Healthy,False,True,False,False,False,False,True,True,False,False,13.392,7.035714285714286,0.056079
88.0,42,217,24.0,0.08,2.1,0.0265,98.1,Healthy,False,True,False,False,False,False,True,True,False,False,1.92,5.046511627906977,0.05565
26.0,73,1064,20.1,0.09,0.82,0.0327,93.59,Healthy,False,False,False,False,True,True,False,True,False,False,1.8090000000000002,14.378378378378379,0.026813999999999998
75.0,33,282,22.6,0.46,2.1,0.0284,97.21,Healthy,False,False,False,True,False,False,True,True,False,False,10.396,8.294117647058824,0.059640000000000006
60.0,34,243,31.8,0.24,1.65,0.0221,98.8,Healthy,True,False,False,False,False,True,False,True,False,False,7.632,6.942857142857143,0.036465
60.0,12,150,18.0,0.71,1.43,0.022,99.84,Healthy,True,False,False,False,False,True,False,False,True,False,12.78,11.538461538461538,0.031459999999999995
72.6,16,98,17.2,0.4,2.01,0.0222,99.35,Healthy,False,False,True,False,False,False,True,False,True,False,6.88,5.764705882352941,0.044621999999999995
72.6,89,1221,15.6,0.94,0.58,0.0619,86.1,Healthy,False,False,True,False,False,False,True,False,False,True,14.664,13.566666666666666,0.035901999999999996
26.0,86,601,17.1,0.11,0.8,0.0247,97.45,Healthy,False,False,False,False,True,True,False,False,False,True,1.8810000000000002,6.908045977011494,0.01976
72.6,34,294,26.6,0.49,1.35,0.0268,97.23,Healthy,False,False,True,False,False,False,True,False,True,False,13.034,8.4,0.036180000000000004
72.6,3,18,40.4,0.98,1.68,0.0211,99.85,Healthy,False,False,True,False,False,False,True,False,False,True,39.592,4.5,0.035448
75.0,45,333,29.5,0.89,2.22,0.0332,95.79,Healthy,False,False,False,True,False,False,True,False,False,True,26.255,7.239130434782608,0.073704
75.0,30,190,26.1,0.4,0.97,0.0264,97.88,Healthy,False,False,False,True,False,False,True,False,False,True,10.440000000000001,6.129032258064516,0.025608
60.0,95,810,37.0,0.47,0.96,0.0314,94.76,Healthy,True,False,False,False,False,True,False,False,True,False,17.39,8.4375,0.030143999999999997
75.0,87,1049,11.4,0.07,0.72,0.047,91.6,Healthy,False,False,False,True,False,False,True,False,False,True,0.7980000000000002,11.920454545454545,0.03384
88.0,79,466,35.4,0.03,2.01,0.0312,95.91,Healthy,False,True,False,False,False,False,True,False,True,False,1.0619999999999998,5.825,0.06271199999999999
75.0,64,669,23.7,0.09,0.96,0.0362,94.63,Healthy,False,False,False,True,False,False,True,False,False,True,2.133,10.292307692307693,0.034752
72.6,56,561,19.3,0.96,0.61,0.0393,93.29,Healthy,False,False,True,False,False,False,True,False,False,True,18.528,9.842105263157896,0.023973
72.6,29,371,45.9,0.41,1.52,0.0391,93.81,Healthy,False,False,True,False,False,False,True,False,False,True,18.819,12.366666666666667,0.059432000000000006
88.0,37,530,22.1,0.79,2.43,0.0349,95.43,Healthy,False,True,False,False,False,False,True,False,True,False,17.459000000000003,13.947368421052632,0.08480700000000001
88.0,21,218,24.6,0.61,1.05,0.0279,97.44,Healthy,False,True,False,False,False,False,True,False,True,False,15.006,9.909090909090908,0.029295
26.0,60,284,25.8,0.13,1.06,0.024,98.35,Healthy,False,False,False,False,True,True,False,False,False,True,3.354,4.655737704918033,0.02544
60.0,25,114,27.9,0.29,0.82,0.0217,100.0,Healthy,True,False,False,False,False,True,False,True,False,False,8.091,4.384615384615385,0.017794
72.6,54,312,30.9,0.35,1.24,0.0309,96.6,Healthy,False,False,True,False,False,False,True,False,True,False,10.815,5.672727272727273,0.038316
60.0,68,527,17.7,0.89,2.13,0.0296,95.63,Healthy,True,False,False,False,False,True,False,False,True,False,15.753,7.63768115942029,0.06304799999999999
75.0,60,731,19.9,0.91,1.22,0.0436,91.89,Healthy,False,False,False,True,False,False,True,False,True,False,18.108999999999998,11.98360655737705,0.053191999999999996
60.0,43,292,20.5,0.41,0.74,0.0236,98.42,Healthy,True,False,False,False,False,True,False,False,False,True,8.405,6.636363636363637,0.017464
72.6,64,933,26.1,0.71,2.02,0.0477,90.14,Healthy,False,False,True,False,False,False,True,False,False,True,18.531,14.353846153846154,0.096354
75.0,13,65,20.0,0.99,2.31,0.0238,99.21,Healthy,False,False,False,True,False,False,True,False,True,False,19.8,4.642857142857143,0.054978000000000006
60.0,12,158,26.5,0.16,1.46,0.0218,99.21,Healthy,True,False,False,False,False,True,False,True,False,False,4.24,12.153846153846153,0.031828
88.0,66,614,27.0,0.07,1.78,0.0366,94.88,Healthy,False,True,False,False,False,False,True,False,False,True,1.8900000000000001,9.164179104477611,0.065148
72.6,68,350,27.7,0.64,1.7,0.0334,95.95,Healthy,False,False,True,False,False,False,True,False,False,True,17.728,5.072463768115942,0.05678
60.0,25,192,31.5,0.7,1.67,0.0233,98.17,Healthy,True,False,False,False,False,True,False,False,False,True,22.049999999999997,7.384615384615385,0.038911
75.0,44,537,21.3,0.12,0.78,0.0339,95.54,Healthy,False,False,False,True,False,False,True,False,False,True,2.556,11.933333333333334,0.026442
75.0,94,996,39.4,0.19,2.03,0.0529,89.29,Healthy,False,False,False,True,False,False,True,False,True,False,7.486,10.48421052631579,0.107387
60.0,56,286,24.5,0.49,1.37,0.0224,99.04,Healthy,True,False,False,False,False,True,False,False,False,True,12.004999999999999,5.017543859649122,0.030688000000000003
75.0,91,424,20.6,0.07,1.63,0.0321,95.88,Healthy,False,False,False,True,False,False,True,False,False,True,1.4420000000000002,4.608695652173913,0.05232299999999999
72.6,89,846,24.2,0.33,0.56,0.0463,91.61,Healthy,False,False,True,False,False,False,True,False,False,True,7.986,9.4,0.025928000000000003
60.0,88,609,26.9,0.64,0.97,0.0296,95.22,Healthy,True,False,False,False,False,True,False,True,False,False,17.216,6.842696629213483,0.028712
72.6,64,559,14.2,0.68,1.77,0.0421,92.74,Healthy,False,False,True,False,False,False,True,True,False,False,9.656,8.6,0.074517
26.0,69,461,20.5,0.85,2.36,0.0264,96.68,Healthy,False,False,False,False,True,True,False,False,True,False,17.425,6.585714285714285,0.062304
60.0,10,107,16.4,0.64,1.03,0.0209,99.28,Healthy,True,False,False,False,False,True,False,False,False,True,10.495999999999999,9.727272727272727,0.021526999999999998
72.6,15,74,22.5,0.73,1.05,0.0234,98.78,Healthy,False,False,True,False,False,False,True,False,True,False,16.425,4.625,0.02457
60.0,10,54,20.3,0.36,1.42,0.0192,99.29,Healthy,True,False,False,False,False,True,False,False,False,True,7.308,4.909090909090909,0.027263999999999997
26.0,78,864,34.8,0.89,1.62,0.0354,92.03,Healthy,False,False,False,False,True,True,False,False,False,True,30.971999999999998,10.936708860759493,0.057348
88.0,15,61,29.2,0.1,1.34,0.0197,99.21,Healthy,False,True,False,False,False,False,True,False,False,True,2.92,3.8125,0.026398
75.0,16,179,18.2,0.03,1.31,0.0233,99.06,Healthy,False,False,False,True,False,False,True,False,False,True,0.5459999999999999,10.529411764705882,0.030523
75.0,30,430,28.3,0.61,0.86,0.0311,96.16,Healthy,False,False,False,True,False,False,True,False,True,False,17.263,13.870967741935484,0.026746
26.0,45,429,30.6,0.42,1.27,0.0267,96.83,Healthy,False,False,False,False,True,True,False,False,False,True,12.852,9.326086956521738,0.033909
72.6,16,81,27.9,0.68,2.12,0.0236,98.81,Healthy,False,False,True,False,False,False,True,False,False,True,18.972,4.764705882352941,0.050032
72.6,73,758,26.5,0.06,1.87,0.0394,93.32,Healthy,False,False,True,False,False,False,True,False,False,True,1.5899999999999999,10.243243243243244,0.073678
72.6,43,405,47.2,0.71,0.75,0.0454,92.42,Healthy,False,False,True,False,False,False,True,False,True,False,33.512,9.204545454545455,0.034050000000000004
75.0,87,1274,10.5,0.49,1.9,0.0573,87.66,Healthy,False,False,False,True,False,False,True,False,True,False,5.145,14.477272727272727,0.10887
26.0,21,188,15.5,0.22,0.73,0.0217,99.05,Healthy,False,False,False,False,True,True,False,False,False,True,3.41,8.545454545454545,0.015841
72.6,21,309,29.7,0.66,0.59,0.0296,96.88,Healthy,False,False,True,False,False,False,True,False,True,False,19.602,14.045454545454545,0.017464
26.0,88,575,25.9,0.62,1.49,0.0272,95.79,Healthy,False,False,False,False,True,True,False,False,False,True,16.058,6.46067415730337,0.040527999999999995
60.0,57,443,21.2,0.31,2.21,0.025,96.94,Healthy,True,False,False,False,False,True,False,False,False,True,6.572,7.637931034482759,0.05525
88.0,54,663,25.9,0.18,2.24,0.0368,94.0,Healthy,False,True,False,False,False,False,True,False,False,True,4.662,12.054545454545455,0.082432
88.0,56,433,37.9,0.94,0.88,0.0406,93.15,Healthy,False,True,False,False,False,False,True,False,True,False,35.626,7.5964912280701755,0.035727999999999996
88.0,38,507,26.5,0.67,0.88,0.0327,95.82,Healthy,False,True,False,False,False,False,True,False,True,False,17.755000000000003,13.0,0.028776
75.0,71,560,17.6,0.58,1.41,0.0374,94.45,Healthy,False,False,False,True,False,False,True,False,True,False,10.208,7.777777777777778,0.052734
60.0,71,284,29.5,0.92,0.54,0.0263,97.38,Healthy,True,False,False,False,False,True,False,True,False,False,27.14,3.9444444444444446,0.014202000000000001
60.0,22,303,29.6,0.55,2.05,0.0238,98.33,Healthy,True,False,False,False,False,True,False,False,True,False,16.28,13.173913043478262,0.04879
88.0,56,761,26.3,0.08,0.57,0.0409,93.18,Healthy,False,True,False,False,False,False,True,False,False,True,2.104,13.350877192982455,0.023312999999999997
72.6,7,71,27.7,0.04,1.67,0.02,99.63,Healthy,False,False,True,False,False,False,True,False,False,True,1.108,8.875,0.0334
75.0,62,901,31.6,0.8,2.36,0.058,87.38,Healthy,False,False,False,True,False,False,True,True,False,False,25.28,14.301587301587302,0.13688
26.0,64,774,36.8,0.8,1.48,0.0322,93.5,Healthy,False,False,False,False,True,True,False,False,False,True,29.439999999999998,11.907692307692308,0.047656
26.0,39,269,14.9,0.07,2.04,0.0224,98.33,Healthy,False,False,False,False,True,True,False,True,False,False,1.0430000000000001,6.725,0.045696
75.0,17,167,21.8,0.29,0.85,0.0229,98.23,Healthy,False,False,False,True,False,False,True,False,True,False,6.322,9.277777777777779,0.019465
72.6,25,298,30.8,0.95,1.06,0.0321,96.01,Healthy,False,False,True,False,False,False,True,False,False,True,29.259999999999998,11.461538461538462,0.034026
72.6,27,118,8.2,0.05,2.16,0.0202,99.5,Healthy,False,False,True,False,False,False,True,False,True,False,0.41,4.214285714285714,0.043632000000000004
26.0,35,205,32.3,0.07,1.1,0.0228,98.33,Healthy,False,False,False,False,True,True,False,True,False,False,2.261,5.694444444444445,0.02508
72.6,71,783,19.8,0.44,0.64,0.0421,92.99,Healthy,False,False,True,False,False,False,True,False,False,True,8.712,10.875,0.026944
75.0,41,461,21.0,0.38,2.26,0.0342,95.83,Healthy,False,False,False,True,False,False,True,False,False,True,7.98,10.976190476190476,0.077292
26.0,54,443,30.8,0.76,1.46,0.0267,96.85,Healthy,False,False,False,False,True,True,False,False,False,True,23.408,8.054545454545455,0.038982
26.0,70,351,23.1,0.54,2.24,0.025,97.69,Healthy,False,False,False,False,True,True,False,False,True,False,12.474000000000002,4.943661971830986,0.05600000000000001
72.6,91,1358,35.4,0.87,1.2,0.0732,82.35,Healthy,False,False,True,False,False,False,True,False,False,True,30.798,14.76086956521739,0.08784
26.0,27,185,27.2,0.49,1.87,0.0236,98.61,Healthy,False,False,False,False,True,True,False,False,False,True,13.328,6.607142857142857,0.044132000000000005
60.0,82,335,26.7,0.41,1.02,0.0241,97.93,Healthy,True,False,False,False,False,True,False,False,False,True,10.947,4.036144578313253,0.024582
88.0,5,33,22.6,0.95,0.71,0.019,99.89,Healthy,False,True,False,False,False,False,True,True,False,False,21.47,5.5,0.013489999999999999
72.6,3,13,32.2,0.1,1.23,0.0214,100.0,Healthy,False,False,True,False,False,False,True,False,False,True,3.2200000000000006,3.25,0.026321999999999998
72.6,13,95,12.3,0.51,0.56,0.0209,99.58,Healthy,False,False,True,False,False,False,True,False,False,True,6.273000000000001,6.785714285714286,0.011704
72.6,22,177,18.7,0.11,2.02,0.0271,97.53,Healthy,False,False,True,False,False,False,True,True,False,False,2.057,7.695652173913044,0.054742
26.0,95,1415,19.3,0.82,1.98,0.0398,90.34,Healthy,False,False,False,False,True,True,False,False,False,True,15.826,14.739583333333334,0.078804
26.0,37,545,32.4,0.24,1.64,0.0292,96.41,Healthy,False,False,False,False,True,True,False,False,False,True,7.776,14.342105263157896,0.047888
88.0,85,694,10.7,0.83,2.39,0.0451,91.37,Healthy,False,True,False,False,False,False,True,False,False,True,8.880999999999998,8.069767441860465,0.10778900000000001
72.6,81,636,31.6,0.14,0.56,0.0357,95.19,Healthy,False,False,True,False,False,False,True,False,True,False,4.424,7.7560975609756095,0.019992000000000003
88.0,11,142,18.4,0.68,0.58,0.0244,98.71,Healthy,False,True,False,False,False,False,True,False,False,True,12.512,11.833333333333334,0.014152
75.0,51,607,25.7,0.41,1.88,0.0391,93.89,Healthy,False,False,False,True,False,False,True,False,True,False,10.536999999999999,11.673076923076923,0.073508
60.0,40,589,13.0,0.32,2.1,0.0261,97.0,Healthy,True,False,False,False,False,True,False,False,False,True,4.16,14.365853658536585,0.054810000000000005
60.0,77,1030,19.5,0.45,2.01,0.0351,92.77,Healthy,True,False,False,False,False,True,False,False,False,True,8.775,13.205128205128204,0.07055099999999999
88.0,47,517,32.5,0.47,0.9,0.0375,94.33,Healthy,False,True,False,False,False,False,True,False,False,True,15.274999999999999,10.770833333333334,0.03375
60.0,9,74,37.3,0.36,2.25,0.0221,98.96,Healthy,True,False,False,False,False,True,False,False,True,False,13.427999999999999,7.4,0.049725000000000005
60.0,32,473,30.7,0.03,1.13,0.0226,98.42,Healthy,True,False,False,False,False,True,False,False,True,False,0.9209999999999999,14.333333333333334,0.025537999999999995
75.0,69,631,28.2,0.14,2.21,0.0389,93.16,Healthy,False,False,False,True,False,False,True,True,False,False,3.9480000000000004,9.014285714285714,0.08596899999999999
75.0,21,131,16.0,0.12,1.61,0.0293,97.47,Healthy,False,False,False,True,False,False,True,False,False,True,1.92,5.954545454545454,0.047173
60.0,12,139,16.3,0.72,2.34,0.0204,99.6,Healthy,True,False,False,False,False,True,False,False,False,True,11.736,10.692307692307692,0.047736
88.0,73,534,32.4,0.57,2.18,0.0375,94.48,Healthy,False,True,False,False,False,False,True,False,True,False,18.467999999999996,7.216216216216216,0.08175
72.6,18,264,29.0,0.46,1.21,0.0275,97.83,Healthy,False,False,True,False,False,False,True,False,False,True,13.34,13.894736842105264,0.033275
60.0,1,8,35.7,0.91,2.32,0.018,100.0,Healthy,True,False,False,False,False,True,False,False,False,True,32.487,4.0,0.04175999999999999
88.0,50,527,20.1,0.87,2.36,0.0391,93.72,Healthy,False,True,False,False,False,False,True,False,False,True,17.487000000000002,10.333333333333334,0.092276
26.0,59,874,26.4,0.76,1.91,0.0329,93.66,Healthy,False,False,False,False,True,True,False,False,True,False,20.064,14.566666666666666,0.06283899999999999
60.0,93,1304,14.7,0.09,1.57,0.0337,92.93,Healthy,True,False,False,False,False,True,False,False,False,True,1.323,13.872340425531915,0.052909000000000005
88.0,14,190,32.2,0.36,1.71,0.0271,97.46,Healthy,False,True,False,False,False,False,True,False,False,True,11.592,12.666666666666666,0.046341
72.6,96,1013,25.6,0.06,2.44,0.0431,91.97,Healthy,False,False,True,False,False,False,True,False,False,True,1.536,10.443298969072165,0.105164
26.0,1,8,17.7,0.17,0.5,0.0218,99.52,Healthy,False,False,False,False,True,True,False,False,False,True,3.009,4.0,0.0109
60.0,69,378,42.6,0.46,1.45,0.0282,96.27,Healthy,True,False,False,False,False,True,False,True,False,False,19.596,5.4,0.040889999999999996
72.6,74,323,42.9,0.9,0.58,0.0431,92.01,Healthy,False,False,True,False,False,False,True,True,False,False,38.61,4.306666666666667,0.024998
88.0,7,78,12.6,0.43,0.5,0.0213,99.0,Healthy,False,True,False,False,False,False,True,False,False,True,5.418,9.75,0.01065
26.0,42,614,31.4,0.91,2.01,0.0295,95.31,Healthy,False,False,False,False,True,True,False,False,True,False,28.573999999999998,14.279069767441861,0.059294999999999994
88.0,85,1027,11.2,0.94,1.92,0.0564,88.32,Healthy,False,True,False,False,False,False,True,False,True,False,10.527999999999999,11.94186046511628,0.108288
75.0,54,454,25.6,0.29,1.79,0.0317,96.11,Healthy,False,False,False,True,False,False,True,False,False,True,7.4239999999999995,8.254545454545454,0.056743
60.0,92,1168,17.5,0.11,0.86,0.0278,94.05,Healthy,True,False,False,False,False,True,False,False,False,True,1.925,12.559139784946236,0.023908
60.0,92,1250,31.1,0.3,1.51,0.0339,93.47,Healthy,True,False,False,False,False,True,False,False,True,False,9.33,13.440860215053764,0.051189
75.0,62,805,37.8,0.38,1.68,0.0493,90.33,Healthy,False,False,False,True,False,False,True,False,True,False,14.363999999999999,12.777777777777779,0.082824
72.6,18,102,12.0,0.43,0.83,0.0228,99.41,Healthy,False,False,True,False,False,False,True,False,False,True,5.16,5.368421052631579,0.018924
75.0,58,348,28.2,0.53,1.72,0.0331,95.6,Healthy,False,False,False,True,False,False,True,True,False,False,14.946,5.898305084745763,0.056931999999999996
75.0,44,344,27.4,0.99,0.97,0.0314,95.8,Healthy,False,False,False,True,False,False,True,False,False,True,27.125999999999998,7.644444444444445,0.030457999999999995
26.0,9,64,23.7,0.54,1.08,0.0202,99.77,Healthy,False,False,False,False,True,True,False,True,False,False,12.798,6.4,0.021816000000000002
75.0,43,337,29.4,0.27,1.71,0.0288,96.65,Healthy,False,False,False,True,False,False,True,False,False,True,7.938,7.659090909090909,0.049248
75.0,83,854,32.5,0.19,2.5,0.0448,91.58,Healthy,False,False,False,True,False,False,True,False,False,True,6.175,10.166666666666666,0.112
72.6,62,546,21.5,0.6,0.75,0.0331,95.22,Healthy,False,False,True,False,False,False,True,False,True,False,12.9,8.666666666666666,0.024825
75.0,55,561,32.4,0.97,1.03,0.0427,92.25,Healthy,False,False,False,True,False,False,True,False,False,True,31.427999999999997,10.017857142857142,0.043981000000000006
88.0,67,550,31.8,0.41,1.12,0.0336,95.34,Healthy,False,True,False,False,False,False,True,False,True,False,13.038,8.088235294117647,0.037632
60.0,38,450,21.3,0.58,1.82,0.0278,96.92,Healthy,True,False,False,False,False,True,False,False,False,True,12.354,11.538461538461538,0.050596
26.0,64,351,31.1,0.45,1.88,0.0246,97.88,Healthy,False,False,False,False,True,True,False,False,False,True,13.995000000000001,5.4,0.046248
60.0,77,319,20.9,0.35,2.24,0.0236,98.55,Healthy,True,False,False,False,False,True,False,False,True,False,7.314999999999999,4.089743589743589,0.052864
26.0,95,917,13.2,0.28,2.04,0.0282,95.36,Healthy,False,False,False,False,True,True,False,False,False,True,3.696,9.552083333333334,0.057528
